,words,tf,idf,tfidf
537,backup,1.0,5.298317366548036,5.298317366548036
538,nikmat,1.0,5.298317366548036,5.298317366548036
539,kali,4.0,3.912023005428146,15.648092021712584
540,korporasi,1.0,5.991464547107982,5.991464547107982
541,fosil,1.0,5.991464547107982,5.991464547107982
542,lapor,1.0,5.991464547107982,5.991464547107982
543,internet,4.0,4.605170185988092,18.420680743952367
544,hutan,1.0,4.605170185988092,4.605170185988092
545,papua,3.0,5.298317366548036,15.894952099644108
546,bakar,2.0,5.298317366548036,10.596634733096073
547,bongkar,1.0,5.991464547107982,5.991464547107982
548,tumpang,1.0,5.991464547107982,5.991464547107982
549,tindih,1.0,5.991464547107982,5.991464547107982
550,pinjam,1.0,5.991464547107982,5.991464547107982
551,langgan,1.0,5.991464547107982,5.991464547107982
552,baca,4.0,4.605170185988092,18.420680743952367
553,sedih,2.0,5.298317366548036,10.596634733096073
554,anjir,1.0,5.991464547107982,5.991464547107982
555,payday,1.0,5.991464547107982,5.991464547107982
556,lemes,1.0,5.991464547107982,5.991464547107982
557,autodebet,3.0,5.298317366548036,15.894952099644108
558,ganti,3.0,4.892852258439873,14.678556775319617
559,patuh,2.0,5.298317366548036,10.596634733096073
560,sebenernya,2.0,5.298317366548036,10.596634733096073
561,indikator,1.0,5.991464547107982,5.991464547107982
562,september,1.0,5.991464547107982,5.991464547107982
563,manual,1.0,5.991464547107982,5.991464547107982
564,nasional,3.0,5.298317366548036,15.894952099644108
565,thp,1.0,5.991464547107982,5.991464547107982
566,laku,3.0,5.298317366548036,15.894952099644108
567,khusus,2.0,5.298317366548036,10.596634733096073
568,trus,1.0,5.991464547107982,5.991464547107982
569,bom,1.0,5.991464547107982,5.991464547107982
570,anjing,3.0,4.892852258439873,14.678556775319617
571,bayangin,1.0,5.991464547107982,5.991464547107982
572,nyampe,1.0,5.991464547107982,5.991464547107982
573,uda,1.0,4.892852258439873,4.892852258439873
574,nunggu,1.0,5.991464547107982,5.991464547107982
575,komplek,1.0,5.991464547107982,5.991464547107982
576,kalah,1.0,5.991464547107982,5.991464547107982
577,tinggal,6.0,4.199705077879927,25.198230467279565
578,delapn,1.0,5.991464547107982,5.991464547107982
579,bagi,2.0,5.298317366548036,10.596634733096073
580,sistem,9.0,3.7942399697717626,34.14815972794587
581,langkah,1.0,5.991464547107982,5.991464547107982
582,mati,4.0,4.382026634673881,17.528106538695525
583,sama,1.0,5.991464547107982,5.991464547107982
584,royong,2.0,5.298317366548036,10.596634733096073
585,sepenuh,1.0,5.991464547107982,5.991464547107982
586,ikhlas,2.0,5.991464547107982,11.982929094215963
587,tanah,1.0,5.991464547107982,5.991464547107982
588,setor,2.0,5.298317366548036,10.596634733096073
589,banget,7.0,4.045554398052669,28.318880786368684
590,taun,1.0,5.991464547107982,5.991464547107982
591,kejar,2.0,5.298317366548036,10.596634733096073
592,tarik,3.0,5.298317366548036,15.894952099644108
593,nol,3.0,4.892852258439873,14.678556775319617
594,urgent,1.0,5.991464547107982,5.991464547107982
595,dp,1.0,4.382026634673881,4.382026634673881
596,sm,3.0,3.2188758248682006,9.656627474604601
597,selamat,4.0,4.892852258439873,19.57140903375949
598,urgensi,2.0,5.298317366548036,10.596634733096073
599,iris,1.0,4.892852258439873,4.892852258439873
600,asu,2.0,2.5902671654458267,5.180534330891653
601,ko,1.0,1.8483298207164491,1.8483298207164491
602,blokir,1.0,5.991464547107982,5.991464547107982
603,sembilan,3.0,5.298317366548036,15.894952099644108
604,becus,1.0,5.991464547107982,5.991464547107982
605,kait,4.0,4.605170185988092,18.420680743952367
606,agustus,1.0,5.991464547107982,5.991464547107982
607,langgar,3.0,4.892852258439873,14.678556775319617
608,cair,2.0,5.298317366548036,10.596634733096073
609,lari,1.0,5.991464547107982,5.991464547107982
610,loh,3.0,4.892852258439873,14.678556775319617
611,kah,1.0,4.892852258439873,4.892852258439873
612,belit,1.0,5.991464547107982,5.991464547107982
613,ilang,3.0,3.283414346005772,9.850243038017316
614,kemaren,3.0,4.892852258439873,14.678556775319617
615,manfaaatnya,1.0,5.991464547107982,5.991464547107982
616,naudzubillah,1.0,5.991464547107982,5.991464547107982
617,ampun,1.0,5.991464547107982,5.991464547107982
618,benefit,3.0,5.298317366548036,15.894952099644108
619,porsi,4.0,5.298317366548036,21.193269466192145
620,turut,1.0,5.991464547107982,5.991464547107982
621,ilustrasi,1.0,5.991464547107982,5.991464547107982
622,unik,1.0,5.991464547107982,5.991464547107982
623,employee,1.0,5.991464547107982,5.991464547107982
624,company,1.0,5.991464547107982,5.991464547107982
625,atur,2.0,4.892852258439873,9.785704516879745
626,inget,1.0,5.991464547107982,5.991464547107982
627,vip,1.0,5.991464547107982,5.991464547107982
628,sumpah,1.0,5.991464547107982,5.991464547107982
629,samping,1.0,5.991464547107982,5.991464547107982
630,agama,2.0,5.298317366548036,10.596634733096073
631,alesannya,1.0,5.991464547107982,5.991464547107982
632,ampe,1.0,4.045554398052669,4.045554398052669
633,yak,1.0,3.2188758248682006,3.2188758248682006
634,tenagakerjaan,1.0,2.0996442489973552,2.0996442489973552
635,persem,1.0,5.991464547107982,5.991464547107982
636,wei,1.0,5.991464547107982,5.991464547107982
637,msh,1.0,5.991464547107982,5.991464547107982
638,gila,2.0,5.298317366548036,10.596634733096073
639,si,4.0,0.8381729526102031,3.3526918104408123
640,padu,1.0,5.991464547107982,5.991464547107982
641,milik,5.0,4.382026634673881,21.910133173369406
642,korupsi,2.0,5.298317366548036,10.596634733096073
643,ladang,3.0,4.892852258439873,14.678556775319617
644,uap,1.0,5.991464547107982,5.991464547107982
645,ku,1.0,2.3805466344637574,2.3805466344637574
646,ngurusnya,1.0,5.991464547107982,5.991464547107982
647,simpan,2.0,4.892852258439873,9.785704516879745
648,hutang,5.0,4.892852258439873,24.464261292199364
649,moga,1.0,5.991464547107982,5.991464547107982
650,tolong,6.0,4.199705077879927,25.198230467279565
651,cucu,1.0,5.991464547107982,5.991464547107982
652,imf,1.0,5.991464547107982,5.991464547107982
653,beras,1.0,5.991464547107982,5.991464547107982
654,dpt,2.0,5.298317366548036,10.596634733096073
655,mikul,1.0,5.991464547107982,5.991464547107982
656,ayo,2.0,5.298317366548036,10.596634733096073
657,jarang,1.0,5.991464547107982,5.991464547107982
658,dibikinin,1.0,5.991464547107982,5.991464547107982
659,deposit,1.0,5.298317366548036,5.298317366548036
660,perban,1.0,5.991464547107982,5.991464547107982
661,surat,1.0,5.991464547107982,5.991464547107982
662,bentuk,2.0,5.298317366548036,10.596634733096073
663,lambat,1.0,5.991464547107982,5.991464547107982
664,sore,1.0,5.991464547107982,5.991464547107982
665,tnkr,1.0,5.991464547107982,5.991464547107982
666,lanjut,1.0,5.991464547107982,5.991464547107982
667,madam,1.0,5.991464547107982,5.991464547107982
668,rapidnya,1.0,5.991464547107982,5.991464547107982
669,claim,1.0,5.991464547107982,5.991464547107982
670,screening,1.0,5.991464547107982,5.991464547107982
671,gejala,1.0,5.991464547107982,5.991464547107982
672,ubah,3.0,5.298317366548036,15.894952099644108
673,hebat,2.0,5.298317366548036,10.596634733096073
674,uu,5.0,4.045554398052669,20.227771990263346
675,full,2.0,5.991464547107982,11.982929094215963
676,kurang,2.0,5.298317366548036,10.596634733096073
677,kecuali,1.0,5.991464547107982,5.991464547107982
678,tolol,1.0,5.991464547107982,5.991464547107982
679,dati,1.0,5.991464547107982,5.991464547107982
680,arisan,3.0,5.298317366548036,15.894952099644108
681,cashin,1.0,5.991464547107982,5.991464547107982
682,pegat,1.0,5.991464547107982,5.991464547107982
683,kualitas,4.0,4.605170185988092,18.420680743952367
684,rewel,1.0,5.991464547107982,5.991464547107982
685,lahan,1.0,5.991464547107982,5.991464547107982
686,shutdown,1.0,5.991464547107982,5.991464547107982
687,hardcore,1.0,5.991464547107982,5.991464547107982
688,pitera,1.0,5.991464547107982,5.991464547107982
689,atas,2.0,5.298317366548036,10.596634733096073
690,jilat,2.0,5.298317366548036,10.596634733096073
691,cilaka,1.0,5.991464547107982,5.991464547107982
692,minerba,1.0,5.991464547107982,5.991464547107982
693,baru,1.0,4.892852258439873,4.892852258439873
694,jancuk,1.0,5.991464547107982,5.991464547107982
695,walah,1.0,5.991464547107982,5.991464547107982
696,jkn,1.0,5.991464547107982,5.991464547107982
697,catut,1.0,5.991464547107982,5.991464547107982
698,cuy,1.0,5.991464547107982,5.991464547107982
699,koperasi,3.0,4.892852258439873,14.678556775319617
700,ngurusi,1.0,5.298317366548036,5.298317366548036
701,mutlak,1.0,5.991464547107982,5.991464547107982
702,ngeh,1.0,5.991464547107982,5.991464547107982
703,real,2.0,5.298317366548036,10.596634733096073
704,absen,1.0,5.991464547107982,5.991464547107982
705,henti,2.0,5.298317366548036,10.596634733096073
706,juang,3.0,4.892852258439873,14.678556775319617
707,jerat,2.0,5.298317366548036,10.596634733096073
708,darah,2.0,5.298317366548036,10.596634733096073
709,ganteng,1.0,5.991464547107982,5.991464547107982
710,nekat,2.0,5.298317366548036,10.596634733096073
711,tobat,1.0,5.991464547107982,5.991464547107982
712,penghisap,1.0,5.991464547107982,5.991464547107982
713,diktator,1.0,5.991464547107982,5.991464547107982
714,wajah,2.0,5.298317366548036,10.596634733096073
715,biara,1.0,5.991464547107982,5.991464547107982
716,luar,1.0,3.7942399697717626,3.7942399697717626
717,ternak,1.0,5.991464547107982,5.991464547107982
718,tanam,1.0,5.991464547107982,5.991464547107982
719,plastik,1.0,5.991464547107982,5.991464547107982
720,kopi,1.0,5.991464547107982,5.991464547107982
721,ember,1.0,5.298317366548036,5.298317366548036
722,bahagia,1.0,5.991464547107982,5.991464547107982
723,gelas,1.0,5.991464547107982,5.991464547107982
724,sedot,1.0,5.991464547107982,5.991464547107982
725,main,2.0,5.298317366548036,10.596634733096073
726,untuk,1.0,5.991464547107982,5.991464547107982
727,sifat,1.0,5.991464547107982,5.991464547107982
728,sarana,1.0,5.991464547107982,5.991464547107982
729,peres,1.0,5.991464547107982,5.991464547107982
730,eligible,1.0,5.991464547107982,5.991464547107982
731,generalisir,1.0,5.991464547107982,5.991464547107982
732,silang,1.0,5.991464547107982,5.991464547107982
733,dulunya,1.0,5.991464547107982,5.991464547107982
734,potensial,1.0,5.991464547107982,5.991464547107982
735,dpr,2.0,5.298317366548036,10.596634733096073
736,teken,1.0,5.991464547107982,5.991464547107982
737,ruwet,1.0,5.991464547107982,5.991464547107982
738,tang,1.0,2.5902671654458267,2.5902671654458267
739,makmur,2.0,5.298317366548036,10.596634733096073
740,roket,1.0,5.991464547107982,5.991464547107982
741,ditilep,1.0,5.991464547107982,5.991464547107982
742,pot,1.0,1.647659125254298,1.647659125254298
743,kolom,1.0,5.991464547107982,5.991464547107982
744,sok,2.0,5.991464547107982,11.982929094215963
745,kabar,2.0,5.298317366548036,10.596634733096073
746,pindah,3.0,4.892852258439873,14.678556775319617
747,esemka,1.0,5.991464547107982,5.991464547107982
748,gimik,1.0,5.991464547107982,5.991464547107982
749,ibukota,1.0,5.991464547107982,5.991464547107982
750,kampanye,1.0,5.991464547107982,5.991464547107982
751,yaa,1.0,5.991464547107982,5.991464547107982
752,taspen,1.0,5.991464547107982,5.991464547107982
753,dul,1.0,4.045554398052669,4.045554398052669
754,ketenegakerjaan,1.0,5.991464547107982,5.991464547107982
755,hormat,1.0,5.991464547107982,5.991464547107982
756,tuntut,1.0,5.991464547107982,5.991464547107982
757,sumbang,2.0,4.892852258439873,9.785704516879745
758,gua,2.0,5.298317366548036,10.596634733096073
759,kesel,1.0,5.991464547107982,5.991464547107982
760,murah,2.0,5.298317366548036,10.596634733096073
761,kapitalisme,1.0,5.991464547107982,5.991464547107982
762,sangkal,1.0,5.991464547107982,5.991464547107982
763,tangan,3.0,4.605170185988092,13.815510557964275
764,bicara,1.0,5.991464547107982,5.991464547107982
765,individu,1.0,5.991464547107982,5.991464547107982
766,fakta,2.0,5.298317366548036,10.596634733096073
767,tuek,1.0,5.991464547107982,5.991464547107982
768,ntar,2.0,4.382026634673881,8.764053269347762
769,jilid,1.0,5.991464547107982,5.991464547107982
770,bae,1.0,5.991464547107982,5.991464547107982
771,muter,3.0,5.298317366548036,15.894952099644108
772,gugat,4.0,4.892852258439873,19.57140903375949
773,ramein,1.0,5.991464547107982,5.991464547107982
774,perpu,1.0,5.991464547107982,5.991464547107982
775,mk,2.0,4.382026634673881,8.764053269347762
776,mari,1.0,5.298317366548036,5.298317366548036
777,kek,1.0,5.991464547107982,5.991464547107982
778,pantau,1.0,5.991464547107982,5.991464547107982
779,liat,4.0,4.605170185988092,18.420680743952367
780,digabungin,1.0,5.991464547107982,5.991464547107982
781,asn,1.0,5.991464547107982,5.991464547107982
782,media,1.0,5.991464547107982,5.991464547107982
783,sdh,1.0,5.991464547107982,5.991464547107982
784,tah,1.0,1.9484132792734319,1.9484132792734319
785,pusing,2.0,5.298317366548036,10.596634733096073
786,rate,1.0,5.991464547107982,5.991464547107982
787,petisi,1.0,5.991464547107982,5.991464547107982
788,menandatangani,1.0,5.991464547107982,5.991464547107982
789,isi,2.0,3.2188758248682006,6.437751649736401
790,pa,2.0,0.9741847102930578,1.9483694205861155
791,lg,1.0,5.298317366548036,5.298317366548036
792,ngitung,1.0,5.991464547107982,5.991464547107982
793,hrd,1.0,5.991464547107982,5.991464547107982
794,jp,1.0,5.991464547107982,5.991464547107982
795,nambahin,1.0,5.991464547107982,5.991464547107982
796,cipta,1.0,5.991464547107982,5.991464547107982
797,rika,1.0,5.298317366548036,5.298317366548036
798,corona,2.0,5.298317366548036,10.596634733096073
799,mbak,1.0,4.892852258439873,4.892852258439873
800,anggar,4.0,4.045554398052669,16.182217592210677
801,anggota,2.0,5.298317366548036,10.596634733096073
802,pdi,1.0,5.298317366548036,5.298317366548036
803,kartu,2.0,5.298317366548036,10.596634733096073
804,no,1.0,3.0470255679415414,3.0470255679415414
805,taper,1.0,1.6739764335716716,1.6739764335716716
806,cinta,1.0,5.991464547107982,5.991464547107982
807,askes,2.0,4.045554398052669,8.091108796105338
808,lebur,1.0,5.991464547107982,5.991464547107982
809,plus,1.0,5.991464547107982,5.991464547107982
810,jd,4.0,4.605170185988092,18.420680743952367
811,side,1.0,3.6888794541139363,3.6888794541139363
812,job,1.0,5.991464547107982,5.991464547107982
813,nyicil,1.0,5.991464547107982,5.991464547107982
814,seret,1.0,5.991464547107982,5.991464547107982
815,kumpul,1.0,5.991464547107982,5.991464547107982
816,lumpuh,1.0,5.991464547107982,5.991464547107982
817,macet,1.0,5.991464547107982,5.991464547107982
818,larang,1.0,5.991464547107982,5.991464547107982
819,pasu,1.0,5.298317366548036,5.298317366548036
820,minim,1.0,5.298317366548036,5.298317366548036
821,area,1.0,5.991464547107982,5.991464547107982
822,operasional,1.0,5.991464547107982,5.991464547107982
823,publik,1.0,5.991464547107982,5.991464547107982
824,jatuh,2.0,5.298317366548036,10.596634733096073
825,operasi,1.0,4.382026634673881,4.382026634673881
826,csnya,1.0,5.991464547107982,5.991464547107982
827,dichat,1.0,5.991464547107982,5.991464547107982
828,konfirmasi,2.0,5.298317366548036,10.596634733096073
829,ortopedi,1.0,5.991464547107982,5.991464547107982
830,sana,1.0,4.892852258439873,4.892852258439873
831,telfon,1.0,5.991464547107982,5.991464547107982
832,surabaya,1.0,5.991464547107982,5.991464547107982
833,barusan,1.0,5.991464547107982,5.991464547107982
834,wa,1.0,1.742969305058623,1.742969305058623
835,ngelampirkan,1.0,5.991464547107982,5.991464547107982
836,bank,1.0,5.298317366548036,5.298317366548036
837,formulir,1.0,5.991464547107982,5.991464547107982
838,ngisi,1.0,5.991464547107982,5.991464547107982
839,bebas,2.0,4.892852258439873,9.785704516879745
840,ratio,1.0,5.991464547107982,5.991464547107982
841,statistik,1.0,5.991464547107982,5.991464547107982
842,bawah,1.0,5.991464547107982,5.991464547107982
843,aktif,2.0,5.298317366548036,10.596634733096073
844,ideologi,1.0,5.991464547107982,5.991464547107982
845,tax,1.0,5.991464547107982,5.991464547107982
846,antar,1.0,5.298317366548036,5.298317366548036
847,semenjak,1.0,5.991464547107982,5.991464547107982
848,brng,1.0,5.991464547107982,5.991464547107982
849,joko,2.0,3.283414346005772,6.566828692011544
850,pantes,1.0,5.991464547107982,5.991464547107982
851,bego,2.0,5.298317366548036,10.596634733096073
852,oh,1.0,3.912023005428146,3.912023005428146
853,hadeuh,1.0,5.991464547107982,5.991464547107982
854,eh,2.0,0.12499649017468524,0.24999298034937048
855,tanggap,1.0,5.991464547107982,5.991464547107982
856,keluh,1.0,5.991464547107982,5.991464547107982
857,balas,1.0,5.991464547107982,5.991464547107982
858,dm,1.0,5.298317366548036,5.298317366548036
859,untung,4.0,4.892852258439873,19.57140903375949
860,budget,2.0,5.298317366548036,10.596634733096073
861,bagus,2.0,5.298317366548036,10.596634733096073
862,dapetin,1.0,5.991464547107982,5.991464547107982
863,hati,3.0,4.892852258439873,14.678556775319617
864,ngeluh,2.0,5.298317366548036,10.596634733096073
865,gara,3.0,2.1413169453979233,6.42395083619377
866,tension,1.0,5.991464547107982,5.991464547107982
867,headache,1.0,5.991464547107982,5.991464547107982
868,emosi,2.0,5.298317366548036,10.596634733096073
869,merosot,1.0,5.991464547107982,5.991464547107982
870,antara,1.0,5.991464547107982,5.991464547107982
871,badan,1.0,5.991464547107982,5.991464547107982
872,benernya,1.0,4.892852258439873,4.892852258439873
873,amerika,2.0,5.991464547107982,11.982929094215963
874,nganggur,1.0,5.991464547107982,5.991464547107982
875,ngepet,1.0,5.991464547107982,5.991464547107982
876,leher,1.0,5.991464547107982,5.991464547107982
877,prank,3.0,4.892852258439873,14.678556775319617
878,ngakak,1.0,5.991464547107982,5.991464547107982
879,sableng,1.0,5.991464547107982,5.991464547107982
880,ajarin,1.0,5.991464547107982,5.991464547107982
881,jgn,2.0,5.298317366548036,10.596634733096073
882,bilangin,1.0,5.991464547107982,5.991464547107982
883,nang,1.0,5.298317366548036,5.298317366548036
884,pro,1.0,3.158251203051766,3.158251203051766
885,vertigo,1.0,5.991464547107982,5.991464547107982
886,gerd,1.0,5.991464547107982,5.991464547107982
887,ngak,3.0,5.298317366548036,15.894952099644108
888,tdk,6.0,4.605170185988092,27.63102111592855
889,moral,1.0,5.991464547107982,5.991464547107982
890,freeport,1.0,5.991464547107982,5.991464547107982
891,petinggi,1.0,5.991464547107982,5.991464547107982
892,ngatur,1.0,5.991464547107982,5.991464547107982
893,pimpin,3.0,4.892852258439873,14.678556775319617
894,caplok,1.0,5.991464547107982,5.991464547107982
895,pancasila,2.0,5.991464547107982,11.982929094215963
896,harta,2.0,5.991464547107982,11.982929094215963
897,ngejar,1.0,5.991464547107982,5.991464547107982
898,titip,1.0,5.991464547107982,5.991464547107982
899,tuhan,1.0,5.991464547107982,5.991464547107982
900,saldo,1.0,5.991464547107982,5.991464547107982
901,gampan,1.0,5.991464547107982,5.991464547107982
902,reda,1.0,5.991464547107982,5.991464547107982
903,kunjung,2.0,5.298317366548036,10.596634733096073
904,langsung,4.0,4.892852258439873,19.57140903375949
905,kagak,2.0,5.298317366548036,10.596634733096073
906,bpjskesehatan,2.0,5.298317366548036,10.596634733096073
907,ngurusinnya,1.0,5.991464547107982,5.991464547107982
908,istri,2.0,3.3524072174927233,6.704814434985447
909,drink,2.0,5.991464547107982,11.982929094215963
910,buruk,2.0,5.298317366548036,10.596634733096073
911,ngerokok,3.0,5.298317366548036,15.894952099644108
912,lenggang,1.0,5.991464547107982,5.991464547107982
913,energy,1.0,5.991464547107982,5.991464547107982
914,sembari,1.0,5.991464547107982,5.991464547107982
915,amal,1.0,5.991464547107982,5.991464547107982
916,cukai,1.0,5.991464547107982,5.991464547107982
917,soft,1.0,5.991464547107982,5.991464547107982
918,ngomongin,1.0,5.991464547107982,5.991464547107982
919,dampak,2.0,5.298317366548036,10.596634733096073
920,diem,3.0,5.298317366548036,15.894952099644108
921,ukur,1.0,5.991464547107982,5.991464547107982
922,gejolak,1.0,5.991464547107982,5.991464547107982
923,rangkak,1.0,5.991464547107982,5.991464547107982
924,ngabisin,1.0,5.991464547107982,5.991464547107982
925,gopek,1.0,5.991464547107982,5.991464547107982
926,sengsara,3.0,4.892852258439873,14.678556775319617
927,tka,4.0,4.605170185988092,18.420680743952367
928,damai,1.0,5.991464547107982,5.991464547107982
929,gonjreng,1.0,5.991464547107982,5.991464547107982
930,cardbya,1.0,5.991464547107982,5.991464547107982
931,green,1.0,5.991464547107982,5.991464547107982
932,country,1.0,5.991464547107982,5.991464547107982
933,propaganda,1.0,5.991464547107982,5.991464547107982
934,free,1.0,5.298317366548036,5.298317366548036
935,gt,2.0,5.298317366548036,10.596634733096073
936,banyak,1.0,5.991464547107982,5.991464547107982
937,dlm,2.0,5.298317366548036,10.596634733096073
938,sejajar,1.0,5.991464547107982,5.991464547107982
939,lapis,1.0,5.991464547107982,5.991464547107982
940,keras,1.0,5.991464547107982,5.991464547107982
941,pikir,1.0,5.298317366548036,5.298317366548036
942,rencana,1.0,5.991464547107982,5.991464547107982
943,cacat,1.0,5.991464547107982,5.991464547107982
944,kudu,2.0,5.298317366548036,10.596634733096073
945,pis,1.0,5.298317366548036,5.298317366548036
946,rapid,1.0,5.298317366548036,5.298317366548036
947,test,1.0,5.991464547107982,5.991464547107982
948,rendah,1.0,5.991464547107982,5.991464547107982
949,membackup,1.0,5.991464547107982,5.991464547107982
950,bubar,4.0,4.199705077879927,16.79882031151971
951,lbh,2.0,5.298317366548036,10.596634733096073
952,produk,1.0,5.298317366548036,5.298317366548036
953,tengah,10.0,3.912023005428146,39.12023005428146
954,kalang,3.0,4.892852258439873,14.678556775319617
955,imbas,1.0,5.991464547107982,5.991464547107982
956,permasalahin,1.0,5.991464547107982,5.991464547107982
957,masalah,1.0,5.991464547107982,5.991464547107982
958,notabene,1.0,5.991464547107982,5.991464547107982
959,bpjstk,1.0,5.991464547107982,5.991464547107982
960,melulu,1.0,5.991464547107982,5.991464547107982
961,dipikirin,1.0,5.991464547107982,5.991464547107982
962,nominal,1.0,5.991464547107982,5.991464547107982
963,mata,2.0,5.298317366548036,10.596634733096073
964,ngeberatin,1.0,5.991464547107982,5.991464547107982
965,digital,3.0,5.298317366548036,15.894952099644108
966,mindset,1.0,5.991464547107982,5.991464547107982
967,startup,1.0,5.991464547107982,5.991464547107982
968,radikal,1.0,5.991464547107982,5.991464547107982
969,terobos,1.0,5.991464547107982,5.991464547107982
970,transformasi,1.0,5.991464547107982,5.991464547107982
971,mudah,1.0,5.991464547107982,5.991464547107982
972,solusi,2.0,5.298317366548036,10.596634733096073
973,koordinasi,1.0,5.991464547107982,5.991464547107982
974,handayani,1.0,5.991464547107982,5.991464547107982
975,kecewa,2.0,5.298317366548036,10.596634733096073
976,dikiret,1.0,5.991464547107982,5.991464547107982
977,minggu,2.0,5.298317366548036,10.596634733096073
978,gugur,1.0,5.991464547107982,5.991464547107982
979,dzolim,1.0,5.991464547107982,5.991464547107982
980,disusahin,1.0,5.991464547107982,5.991464547107982
981,sadis,2.0,5.298317366548036,10.596634733096073
982,pd,1.0,4.199705077879927,4.199705077879927
983,dibatalin,1.0,5.991464547107982,5.991464547107982
984,cekik,2.0,5.298317366548036,10.596634733096073
985,ketua,1.0,5.991464547107982,5.991464547107982
986,brutal,1.0,5.991464547107982,5.991464547107982
987,tara,3.0,5.298317366548036,15.894952099644108
988,jamkesmas,2.0,5.991464547107982,11.982929094215963
989,kab,1.0,4.382026634673881,4.382026634673881
990,tekor,1.0,5.991464547107982,5.991464547107982
991,rsup,1.0,5.991464547107982,5.991464547107982
992,sentralisasi,1.0,5.991464547107982,5.991464547107982
993,mesti,4.0,4.892852258439873,19.57140903375949
994,prov,1.0,5.991464547107982,5.991464547107982
995,cie,1.0,5.991464547107982,5.991464547107982
996,bidang,2.0,5.991464547107982,11.982929094215963
997,infrastruktur,1.0,5.991464547107982,5.991464547107982
998,benah,1.0,5.991464547107982,5.991464547107982
999,oi,1.0,4.892852258439873,4.892852258439873
1000,emergency,1.0,5.991464547107982,5.991464547107982
1001,sisi,2.0,5.298317366548036,10.596634733096073
1002,serba,5.0,4.382026634673881,21.910133173369406
1003,sesat,1.0,5.991464547107982,5.991464547107982
1004,kondisi,1.0,5.991464547107982,5.991464547107982
1005,jahat,1.0,5.991464547107982,5.991464547107982
1006,modus,1.0,5.991464547107982,5.991464547107982
1007,berfikir,1.0,5.991464547107982,5.991464547107982
1008,mundur,1.0,5.298317366548036,5.298317366548036
1009,tata,1.0,5.991464547107982,5.991464547107982
1010,beres,1.0,5.991464547107982,5.991464547107982
1011,olah,1.0,5.991464547107982,5.991464547107982
1012,dikerjain,1.0,5.991464547107982,5.991464547107982
1013,dilayanin,1.0,5.991464547107982,5.991464547107982
1014,bolak,1.0,5.991464547107982,5.991464547107982
1015,optimal,1.0,5.991464547107982,5.991464547107982
1016,cepat,2.0,5.298317366548036,10.596634733096073
1017,administrasi,1.0,5.991464547107982,5.991464547107982
1018,cocok,1.0,5.991464547107982,5.991464547107982
1019,industri,1.0,5.991464547107982,5.991464547107982
1020,adaptasi,1.0,5.991464547107982,5.991464547107982
1021,ada,2.0,3.3524072174927233,6.704814434985447
1022,revolusi,1.0,5.991464547107982,5.991464547107982
1023,jerman,1.0,5.991464547107982,5.991464547107982
1024,gelut,1.0,5.991464547107982,5.991464547107982
1025,sosialis,1.0,5.991464547107982,5.991464547107982
1026,dateng,1.0,5.991464547107982,5.991464547107982
1027,gk,2.0,2.946942109384559,5.893884218769118
1028,pt,3.0,3.6888794541139363,11.06663836234181
1029,prudential,2.0,5.991464547107982,11.982929094215963
1030,life,1.0,5.991464547107982,5.991464547107982
1031,assurance,1.0,5.991464547107982,5.991464547107982
1032,financial,1.0,5.991464547107982,5.991464547107982
1033,axa,1.0,5.991464547107982,5.991464547107982
1034,jiwa,3.0,4.382026634673881,13.146079904021644
1035,aia,1.0,5.991464547107982,5.991464547107982
1036,manulife,1.0,5.991464547107982,5.991464547107982
1037,bangsa,1.0,5.298317366548036,5.298317366548036
1038,darurat,2.0,5.298317366548036,10.596634733096073
1039,landa,2.0,5.298317366548036,10.596634733096073
1040,org,4.0,4.892852258439873,19.57140903375949
1041,nanya,1.0,5.991464547107982,5.991464547107982
1042,fitnah,1.0,5.991464547107982,5.991464547107982
1043,nuduh,1.0,5.991464547107982,5.991464547107982
1044,bnr,1.0,5.991464547107982,5.991464547107982
1045,kisdi,1.0,5.991464547107982,5.991464547107982
1046,bisa,1.0,5.298317366548036,5.298317366548036
1047,udahlah,1.0,5.991464547107982,5.991464547107982
1048,nyusahin,1.0,5.991464547107982,5.991464547107982
1049,cedera,1.0,5.991464547107982,5.991464547107982
1050,bayarin,1.0,5.991464547107982,5.991464547107982
1051,jg,6.0,4.382026634673881,26.292159808043287
1052,jujur,1.0,5.991464547107982,5.991464547107982
1053,bs,6.0,3.283414346005772,19.700486076034633
1054,daftar,1.0,5.991464547107982,5.991464547107982
1055,sbg,1.0,5.991464547107982,5.991464547107982
1056,deposito,1.0,5.991464547107982,5.991464547107982
1057,dirut,3.0,4.892852258439873,14.678556775319617
1058,pihak,2.0,5.298317366548036,10.596634733096073
1059,geruduk,1.0,5.991464547107982,5.991464547107982
1060,idi,1.0,3.4265151896464454,3.4265151896464454
1061,social,1.0,5.991464547107982,5.991464547107982
1062,lolos,1.0,5.991464547107982,5.991464547107982
1063,distancing,1.0,5.991464547107982,5.991464547107982
1064,urus,3.0,3.3524072174927233,10.05722165247817
1065,pasung,1.0,5.991464547107982,5.991464547107982
1066,nanggung,1.0,5.991464547107982,5.991464547107982
1067,ini,2.0,3.7942399697717626,7.588479939543525
1068,jenis,1.0,5.991464547107982,5.991464547107982
1069,sembako,2.0,5.298317366548036,10.596634733096073
1070,empati,4.0,4.605170185988092,18.420680743952367
